order_id,customer_id,product_id,seller_id,categoria,fecha_compra,fecha_aprobacion,fecha_despacho,fecha_entrega_real,fecha_entrega_estimada,dias_aprobacion,dias_preparacion_bodega,dias_transporte,dias_tiempo_total,dias_delta_promesa,status_entrega
f30607daae66843552e00843c6de88ef,8e1769459d9b9a9989799f6c79a4a663,aed75ad669fbebd5a385ac7cc2ae7573,17f51e7198701186712e53a39c564617,beleza_saude,2018-02-21 13:18:37 UTC,2018-02-23 02:31:22 UTC,2018-03-05 23:44:55 UTC,2018-04-12 11:36:51 UTC,2018-03-27 00:00:00 UTC,1.5416666666666667,10,37,49,-16,Con Retraso
4f7ce3efe568a5e57290a9fa3e45b1f5,2569d6c5ed547bf0feaf37e32677fdaa,cb460986a447ed00da792526bf6189e4,ea566164622c6b439516ab18062c42cd,esporte_lazer,2018-01-26 13:32:22 UTC,2018-01-26 13:52:07 UTC,2018-01-29 23:16:01 UTC,2018-03-08 11:15:57 UTC,2018-02-21 00:00:00 UTC,0,3,37,40,-15,Con Retraso
9472d3c8a0ad463cbfc89897334431da,7e016f9ea275279784f42e0642214284,9036be77e0a74cca6eeef0740649b97b,de23c3b98a88888289c6f5cc1209054a,brinquedos,2017-11-20 16:21:04 UTC,2017-11-21 09:50:30 UTC,2017-11-22 19:48:47 UTC,2017-12-21 14:22:54 UTC,2017-12-12 00:00:00 UTC,0.70833333333333337,1,28,30,-9,Con Retraso
0fc34e566d3273325c404c113f4a8b2a,ae9cc596d22235c547acce001f90fc33,8896b8c893a3dc9e5a6d10e00bada716,cd68562d3f44870c08922d380acae552,esporte_lazer,2017-11-02 14:51:11 UTC,2017-11-02 15:10:35 UTC,2017-11-06 20:28:43 UTC,2017-12-01 18:06:48 UTC,2017-11-27 00:00:00 UTC,0,4,24,29,-4,Con Retraso
eafef0e6c44f121531569a69a318c3b3,084dab2db2bf5d42677b135e633a15ba,e1901d5d99ca951543717ea5d1940a36,855668e0971d4dfd7bef1b6a4133b41b,cool_stuff,2017-11-29 13:03:33 UTC,2017-11-29 13:12:28 UTC,2017-12-04 19:18:09 UTC,2018-01-09 16:32:21 UTC,2017-12-27 00:00:00 UTC,0,5,35,41,-13,Con Retraso
4d2d8a4224215f680cc5221011347401,5957d9ae822bcbe88c00fb8286362339,382d3a69f930988d7ad77f78f31c0944,218d46b86c1881d022bce9c68a7d4b15,esporte_lazer,2018-03-01 12:43:37 UTC,2018-03-02 02:10:25 UTC,2018-03-02 19:08:11 UTC,2018-04-05 17:12:42 UTC,2018-04-02 00:00:00 UTC,0.54166666666666663,0,33,35,-3,Con Retraso
91bcade2288597459e1dbce52d6d0ef9,449057269c318304d8a753f64c181b07,c063e7cfa2a5277de17cde1837399dc5,79ebd9a61bac3eaf882805ed4ecfa12a,moveis_decoracao,2018-01-04 13:14:34 UTC,2018-01-04 13:29:16 UTC,2018-01-10 20:24:19 UTC,2018-02-09 00:44:50 UTC,2018-02-02 00:00:00 UTC,0,6,29,35,-7,Con Retraso
d52140bee663636aa4f6057e50bc06a3,32fa597a3b06db1949ee96c416335b6b,fe75529a267b76ac6e96f0c322a899a4,620c87c171fb2a6dd6e8bb4dec959fc6,beleza_saude,2018-03-01 20:30:22 UTC,2018-03-01 20:49:07 UTC,2018-03-02 20:35:25 UTC,2018-04-16 16:24:45 UTC,2018-03-27 00:00:00 UTC,0,0,44,45,-20,Con Retraso
118045506e1c1dda060171af43fe11b4,638c6674418fc58283a73c078bcb076f,2c4930c4b284c7b99db2a4c52071a45e,2a261b5b644fa05f4f2700eb93544f2c,moveis_decoracao,2018-03-08 19:06:05 UTC,2018-03-09 19:08:26 UTC,2018-03-13 21:24:28 UTC,2018-04-11 12:53:50 UTC,2018-04-04 00:00:00 UTC,1,4,28,33,-7,Con Retraso
118045506e1c1dda060171af43fe11b4,638c6674418fc58283a73c078bcb076f,2c4930c4b284c7b99db2a4c52071a45e,2a261b5b644fa05f4f2700eb93544f2c,moveis_decoracao,2018-03-08 19:06:05 UTC,2018-03-09 19:08:26 UTC,2018-03-13 21:24:28 UTC,2018-04-11 12:53:50 UTC,2018-04-04 00:00:00 UTC,1,4,28,33,-7,Con Retraso
118045506e1c1dda060171af43fe11b4,638c6674418fc58283a73c078bcb076f,2c4930c4b284c7b99db2a4c52071a45e,2a261b5b644fa05f4f2700eb93544f2c,moveis_decoracao,2018-03-08 19:06:05 UTC,2018-03-09 19:08:26 UTC,2018-03-13 21:24:28 UTC,2018-04-11 12:53:50 UTC,2018-04-04 00:00:00 UTC,1,4,28,33,-7,Con Retraso
118045506e1c1dda060171af43fe11b4,638c6674418fc58283a73c078bcb076f,2c4930c4b284c7b99db2a4c52071a45e,2a261b5b644fa05f4f2700eb93544f2c,moveis_decoracao,2018-03-08 19:06:05 UTC,2018-03-09 19:08:26 UTC,2018-03-13 21:24:28 UTC,2018-04-11 12:53:50 UTC,2018-04-04 00:00:00 UTC,1,4,28,33,-7,Con Retraso
118045506e1c1dda060171af43fe11b4,638c6674418fc58283a73c078bcb076f,2c4930c4b284c7b99db2a4c52071a45e,2a261b5b644fa05f4f2700eb93544f2c,moveis_decoracao,2018-03-08 19:06:05 UTC,2018-03-09 19:08:26 UTC,2018-03-13 21:24:28 UTC,2018-04-11 12:53:50 UTC,2018-04-04 00:00:00 UTC,1,4,28,33,-7,Con Retraso
d396adb7e51ca1bcb4a84cb786fee813,33a366be73843c5da3d68f3d3427afd6,9069c427ca36847bc3907c09712f6cf8,7b1222c3624aa89b9558b50a2594188c,brinquedos,2017-07-03 16:42:42 UTC,2017-07-05 06:44:25 UTC,2017-07-12 20:47:52 UTC,2017-08-01 21:10:36 UTC,2017-08-04 00:00:00 UTC,1.5833333333333333,7,20,29,2,A tiempo
b7ed5b357d48b6c8f588c5cf0d7ddf5d,92148a85c89c0da621cdc0e1810a23f7,9565229244e9341fb8c8069879cf73cd,da8622b14eb17ae2831f4ac5b9dab84a,cama_mesa_banho,2018-03-10 23:24:50 UTC,2018-03-11 00:00:30 UTC,2018-03-12 17:08:26 UTC,2018-04-17 17:37:54 UTC,2018-04-02 00:00:00 UTC,0,1,36,37,-15,Con Retraso
d30680568af2e9f0aeba3420292df26d,8eb5e45df7b0f27cc1a3b7ba46219180,5ac9d9e379c606e36a8094a6046f75dc,633ecdf879b94b5337cca303328e4a25,beleza_saude,2017-09-16 09:20:26 UTC,2017-09-16 09:35:12 UTC,2017-09-22 20:45:53 UTC,2017-10-22 14:16:51 UTC,2017-10-09 00:00:00 UTC,0,6,29,36,-13,Con Retraso
cafc9b2f7d35ec42bdb74347cc6e8a70,c9573cc1e246dadca50b2a74f795def3,c5841303f830680eb1cdda8be0ff35bf,b561927807645834b59ef0d16ba55a24,papelaria,2018-01-19 00:48:30 UTC,2018-01-19 01:21:52 UTC,2018-01-19 22:41:38 UTC,2018-04-04 17:12:36 UTC,2018-02-16 00:00:00 UTC,0,0,74,75,-47,Con Retraso
376a342d70faa7a733b871acc701def8,8563b07a84656ff32968702daa37c468,cae79e3b5c787c231543fa415a20b5cc,56642bcb79900e777d68e91915cb4267,ferramentas_jardim,2017-12-11 11:50:54 UTC,2017-12-11 11:58:24 UTC,2017-12-12 13:09:44 UTC,2018-01-20 01:36:58 UTC,2018-01-05 00:00:00 UTC,0,1,38,39,-15,Con Retraso
8a0b2bc5c7a1c524635f4de8bae9dffe,764fb80689629a0092fa11ada23a0c4e,52690beab08122aee391378fbf246a58,cd68562d3f44870c08922d380acae552,cool_stuff,2017-11-23 22:27:55 UTC,2017-11-23 22:37:27 UTC,2017-11-27 20:23:03 UTC,2018-01-20 15:26:28 UTC,2017-12-22 00:00:00 UTC,0,3,53,57,-29,Con Retraso
8a0b2bc5c7a1c524635f4de8bae9dffe,764fb80689629a0092fa11ada23a0c4e,52690beab08122aee391378fbf246a58,cd68562d3f44870c08922d380acae552,cool_stuff,2017-11-23 22:27:55 UTC,2017-11-23 22:37:27 UTC,2017-11-27 20:23:03 UTC,2018-01-20 15:26:28 UTC,2017-12-22 00:00:00 UTC,0,3,53,57,-29,Con Retraso
d3ca7b82c922817b06e5ca21165c5ea2,d23df2c6c3e51d875f458d123b2b3c90,8983a3b149303c013fceabef902e835a,9f505651f4a6abe901a56cdc21508025,informatica_acessorios,2017-11-16 13:54:08 UTC,2017-11-16 14:08:23 UTC,2017-11-16 20:56:53 UTC,2017-11-17 13:49:40 UTC,2017-11-29 00:00:00 UTC,0,0,0,0,11,A tiempo
4190ab61a7fced69f3ee84d1da1120cc,3df7ff0b86935d5249e4d6cd56b89131,7053ea870121d9f77c255101139dd0e9,4b5f66b7adcf57f1ecc0d3c07dd6b177,informatica_acessorios,2017-12-08 11:38:00 UTC,2017-12-09 02:36:21 UTC,2018-01-12 00:35:33 UTC,2018-01-31 19:08:40 UTC,2018-01-11 00:00:00 UTC,0.58333333333333337,33,19,54,-20,Con Retraso
a06c43ed81f5c604287461f4d21949ce,da82d24c21654f951fedc813df8a5dc6,6994675fdff4377e6e1b738094977cf4,b19f3ca2ea475913750f25a5c37c8d8f,utilidades_domesticas,2017-10-24 17:39:10 UTC,2017-10-24 17:56:20 UTC,2017-11-20 21:15:00 UTC,2017-11-23 21:48:41 UTC,2017-11-17 00:00:00 UTC,0,27,3,30,-6,Con Retraso
ed24759a0ae96582e88fdca0c0997d22,869c947685e4deaedb87bb36764949be,914c9e9af640dd56f48764a225b00f89,7c67e1448b00f6e969d365cea6b010ab,moveis_escritorio,2018-03-24 11:58:06 UTC,2018-03-24 12:08:19 UTC,2018-04-09 23:33:03 UTC,2018-04-23 14:57:48 UTC,2018-04-23 00:00:00 UTC,0,16,13,30,0,A tiempo
f98ae4bbfd1a32ea2104c8cf1f64dabf,427ebd67be61503c00a75d8915080a71,f2d649f157cebee085ed738f23d5d6b7,d673a59aac7a70d8b01e6902bf090a11,bebes,2018-02-25 18:53:53 UTC,2018-02-25 19:07:29 UTC,2018-02-27 22:51:38 UTC,2018-03-27 22:06:48 UTC,2018-03-27 00:00:00 UTC,0,2,27,30,0,A tiempo
f9f15e02ed74cf8a21b8266a55498942,e1f67a370030c2c5695ee3f95c44cd90,2b4609f8948be18874494203496bc318,cc419e0650a3c5ba77189a1882b7556a,beleza_saude,2017-10-12 21:46:31 UTC,2017-10-12 21:56:20 UTC,2017-10-17 17:07:58 UTC,2017-11-17 23:59:11 UTC,2017-11-13 00:00:00 UTC,0,4,31,36,-4,Con Retraso
64ea4c51ad1203229ba011693f35da54,f384d3d46a938ede0333121a810b4d7d,36f60d45225e60c7da4558b070ce4b60,6973a06f484aacf400ece213dbf3d946,informatica_acessorios,2018-01-29 13:09:31 UTC,2018-01-29 13:30:16 UTC,2018-02-01 00:38:54 UTC,2018-03-02 22:15:36 UTC,2018-02-22 00:00:00 UTC,0,2,29,32,-8,Con Retraso
aa2e81559d88cca16ac122e7627078c8,0d49e6cf6c6049404ab247c5d1ea4aa3,035a4019c8009b57768aa3c1e1ad63a3,82e0a475a88cc9595229d8029273f045,moveis_decoracao,2017-03-27 14:04:58 UTC,2017-03-27 14:15:21 UTC,2017-03-30 16:08:45 UTC,2017-05-05 14:56:03 UTC,2017-05-02 00:00:00 UTC,0,3,35,39,-3,Con Retraso
dd6d0f11a9c3d2abdc91e95b9598b332,e6c386cfd321a1708aa60ff6b8f46449,b4436da747c3a53ab07ac0e71de17dcd,cf8ab1616079e2793aa29d524df01bb1,esporte_lazer,2018-01-11 21:42:30 UTC,2018-01-13 19:30:09 UTC,2018-02-08 21:16:40 UTC,2018-02-21 21:26:15 UTC,2018-03-01 00:00:00 UTC,1.875,26,13,40,7,A tiempo
88c588c116fd06fb8e48dd83af88ec4a,8787c72a20002592238d7b80721ab729,5322d72e04acadda01cd9c274b4af288,4e85b538b0dad58852641540686d0e14,ferramentas_jardim,2017-11-19 13:23:27 UTC,2017-11-19 13:35:26 UTC,2017-11-24 22:06:56 UTC,2017-12-22 17:44:27 UTC,2017-12-12 00:00:00 UTC,0,5,27,33,-10,Con Retraso
b323a1bf3949211f3d9fbc43772534e6,4ad5a269a2d59d2c83ac551b5c948c0a,3fbc0ef745950c7932d5f2a446189725,06a2c3af7b3aee5d69171b0e14f0ee87,beleza_saude,2018-05-07 10:59:47 UTC,2018-05-07 17:56:21 UTC,2018-05-16 11:00:00 UTC,2018-06-09 19:36:43 UTC,2018-05-30 00:00:00 UTC,0.25,8,24,33,-10,Con Retraso
f644267f332fbcb9fe143fbb7478441c,03c27921f605f0385f319ba1bbee389b,6640d299f2649e432fa5416fb9672c64,9dda5bbacd45e18d6485fee649205d09,moveis_decoracao,2017-11-24 22:21:21 UTC,2017-11-28 03:44:52 UTC,2017-12-05 00:46:43 UTC,2018-01-04 20:26:46 UTC,2017-12-19 00:00:00 UTC,3.2083333333333335,6,30,40,-16,Con Retraso
cc06813c8d9909633f390ed9b5df999f,640246e27e1df1ffe19d062550d0d5ab,d1c427060a0f73f6b889a5c7c61f2ac4,a1043bafd471dff536d0c462352beb48,informatica_acessorios,2018-04-14 18:31:02 UTC,2018-04-14 18:52:37 UTC,2018-04-17 16:52:47 UTC,2018-05-17 21:43:34 UTC,2018-05-09 00:00:00 UTC,0,2,30,33,-8,Con Retraso
7297f6bfea2a33ef176cff30f467aa41,b19a370495e4d833f7351b777ef67b4b,5d66715cc928aadd0074f61332698593,128639473a139ac0f3e5f5ade55873a5,eletronicos,2018-04-16 13:44:10 UTC,2018-04-16 14:33:17 UTC,2018-04-18 00:41:17 UTC,2018-05-17 22:28:30 UTC,2018-05-10 00:00:00 UTC,0,1,29,31,-7,Con Retraso
1ac605c3c8e2ee53279c7b0bd52c6aec,4f86e2b6bb393847cfaca4bf4b1b82f6,1697727d6c82c23c7149c6c773683d2c,e89c4adbe7b1d0819dbb636e16461cf1,esporte_lazer,2018-03-08 09:26:27 UTC,2018-03-08 10:08:48 UTC,2018-03-13 18:28:45 UTC,2018-04-06 17:45:29 UTC,2018-03-28 00:00:00 UTC,0,5,23,29,-9,Con Retraso
80b0f4fc350532f6e0ce9aa81ccde91c,d06f910929d7ece5e8090c5b4ef80b08,7a10781637204d8d10485c71a6108a2e,4869f7a5dfa277a7dca6462dcf3b52b2,relogios_presentes,2018-03-01 16:51:27 UTC,2018-03-01 17:09:42 UTC,2018-03-02 23:57:29 UTC,2018-04-05 21:37:26 UTC,2018-03-19 00:00:00 UTC,0,1,33,35,-17,Con Retraso
4edca0186e467f58fe99ab648f604ce8,1d06482d82c32c8752f4decbbffe7623,d04bbac48960ecb7ea311b00ca6e1cb7,0dd184061fb0eaa7ca37932c68ab91c5,industria_comercio_e_negocios,2018-03-14 15:55:57 UTC,2018-03-14 16:10:39 UTC,2018-03-20 00:02:52 UTC,2018-04-23 10:41:24 UTC,2018-04-16 00:00:00 UTC,0,5,34,39,-7,Con Retraso
efe9bd98be3cb5cb5c87e7ca27abe613,37751e1671512ad89943d1615b563b1d,583f158587cdecda3e8bdea694021e39,955fee9216a65b617aa5c0531780ce60,esporte_lazer,2018-01-21 13:28:36 UTC,2018-01-23 03:52:57 UTC,2018-01-23 22:57:46 UTC,2018-02-24 13:12:53 UTC,2018-02-15 00:00:00 UTC,1.5833333333333333,0,31,33,-9,Con Retraso
08763574782690116475ea62ffdecadb,a2f475be29f915fa902863f62308df8f,e9def91e99c8ecb7c5cef5e31506a056,850f4f8af5ea87287ac68de36e29107f,brinquedos,2017-11-28 07:50:35 UTC,2017-11-28 07:59:26 UTC,2017-11-28 17:24:39 UTC,2018-01-03 19:24:57 UTC,2017-12-26 00:00:00 UTC,0,0,36,36,-8,Con Retraso
0adf4c5c9a1399ceefdb7ba880df1ca7,eab22d3171e51fc2a3b380f5da7c7310,f35927953ed82e19d06ad3aac2f06353,669ae81880e08f269a64487cfb287169,livros_interesse_geral,2017-02-22 13:22:13 UTC,2017-02-22 13:30:16 UTC,2017-02-22 14:25:33 UTC,2017-03-28 16:23:53 UTC,2017-04-06 00:00:00 UTC,0,0,34,34,8,A tiempo
ad982819d59bc6c0fc50e08c0ee19e05,6aee223ad482dc78a0d4fe2f893c203c,b3da35152fd4ba6d1e3a536235e7a494,f45122a9ab94eb4f3f8953578bc0c560,pet_shop,2017-12-08 22:24:48 UTC,2017-12-08 22:36:29 UTC,2017-12-12 15:09:42 UTC,2018-01-11 20:18:26 UTC,2018-01-17 00:00:00 UTC,0,3,30,33,5,A tiempo
afffe744c625af23449137b8f832e630,b48ad91d707041578581aefae1f7c385,256711bf66dcd14111581476d6cca1aa,6d66611d7c44cc30ce351abc49a68421,pet_shop,2018-02-25 19:13:33 UTC,2018-02-25 19:27:55 UTC,2018-03-05 18:05:14 UTC,2018-03-28 17:23:42 UTC,2018-03-23 00:00:00 UTC,0,7,22,30,-5,Con Retraso
afffe744c625af23449137b8f832e630,b48ad91d707041578581aefae1f7c385,256711bf66dcd14111581476d6cca1aa,6d66611d7c44cc30ce351abc49a68421,pet_shop,2018-02-25 19:13:33 UTC,2018-02-25 19:27:55 UTC,2018-03-05 18:05:14 UTC,2018-03-28 17:23:42 UTC,2018-03-23 00:00:00 UTC,0,7,22,30,-5,Con Retraso
afffe744c625af23449137b8f832e630,b48ad91d707041578581aefae1f7c385,256711bf66dcd14111581476d6cca1aa,6d66611d7c44cc30ce351abc49a68421,pet_shop,2018-02-25 19:13:33 UTC,2018-02-25 19:27:55 UTC,2018-03-05 18:05:14 UTC,2018-03-28 17:23:42 UTC,2018-03-23 00:00:00 UTC,0,7,22,30,-5,Con Retraso
947ee6ab639791b5711558a7e55cf98e,92a24fa199710ba33bab157e838a86e7,12803e6c48756086227e39a8a2d2026b,f9244d45189d3a3605499abddeade7d5,cool_stuff,2018-06-11 22:04:34 UTC,2018-06-12 09:01:12 UTC,2018-07-18 14:02:00 UTC,2018-07-28 16:32:17 UTC,2018-08-10 00:00:00 UTC,0.41666666666666669,36,10,46,12,A tiempo
bd74c36a843f8560d4b4b2a902dfb22e,5c49d0bcb0f397a3a5dec5512755f848,7a10781637204d8d10485c71a6108a2e,4869f7a5dfa277a7dca6462dcf3b52b2,relogios_presentes,2018-02-23 19:28:03 UTC,2018-02-24 19:27:14 UTC,2018-02-27 14:22:46 UTC,2018-04-03 19:28:37 UTC,2018-03-26 00:00:00 UTC,0.95833333333333337,2,35,39,-8,Con Retraso
45b0a671da62d1c868294b22b4837dca,790cbac97e71291719b52249d721519f,d1c427060a0f73f6b889a5c7c61f2ac4,a1043bafd471dff536d0c462352beb48,informatica_acessorios,2018-01-22 15:35:47 UTC,2018-01-23 15:37:23 UTC,2018-01-25 12:22:38 UTC,2018-03-18 13:58:24 UTC,2018-02-19 00:00:00 UTC,1,1,52,54,-27,Con Retraso
5e4c365dd3cf7769a88981f408d069d3,15f7712bb12fe27068e5353d14503653,0d86ff0b639e969a11a7b3dce67e181c,3b15288545f8928d3e65a8f949a28291,cama_mesa_banho,2017-11-21 21:31:09 UTC,2017-11-23 02:47:29 UTC,2017-11-28 23:33:04 UTC,2017-12-23 16:13:34 UTC,2017-12-12 00:00:00 UTC,1.2083333333333333,5,24,31,-11,Con Retraso
db65bf4cccb652a88bf890bd8a69cdc8,a3fd85d47dab4959cc2103f846c3de65,0e173417855ce91518a2e79d760f93a9,fec6275253471ace26d209bbaa64cd0f,beleza_saude,2018-02-23 20:39:32 UTC,2018-02-24 14:50:23 UTC,2018-02-26 19:08:12 UTC,2018-04-02 19:38:31 UTC,2018-04-03 00:00:00 UTC,0.75,2,35,37,0,A tiempo
74016effecaa79d592487f6a4ee47d4b,6cf4840b6dfe102270032fca98880fc2,91025258cde9e3ab5c55b59dbc77cde2,45d33f715e24d15a6ccf5c17b3a23e3c,construcao_ferramentas_construcao,2017-02-18 10:39:14 UTC,2017-02-18 10:50:16 UTC,2017-03-07 15:19:06 UTC,2017-03-21 08:37:58 UTC,2017-03-21 00:00:00 UTC,0,17,13,30,0,A tiempo
ad1ffca90f5325d0f320f2b0f54eb114,535ad20edf8f32252bb8c7786f18df1e,f71f42e2381752836563b70beb542f80,85d9eb9ddc5d00ca9336a2219c97bb13,informatica_acessorios,2017-11-24 16:40:41 UTC,2017-11-26 17:16:11 UTC,2017-12-13 19:35:11 UTC,2017-12-29 14:38:34 UTC,2018-01-04 00:00:00 UTC,2,17,15,34,5,A tiempo
e2b405a4cccf1e66eb8d2b73a4bba700,6af12e8e6fdd92d3e49abf9eac301d63,e0d64dcfaa3b6db5c54ca298ae101d05,2eb70248d66e0e3ef83659f71b244378,relogios_presentes,2018-06-02 09:23:01 UTC,2018-06-02 09:35:22 UTC,2018-07-04 06:38:00 UTC,2018-07-09 18:51:08 UTC,2018-07-26 00:00:00 UTC,0,31,5,37,16,A tiempo
be9544c2dfb58675d21a0a735fa1d32a,b0e4880c9456f938411b2aa2bc09aa57,f731f8587d4088c174397e010cf892a9,cc419e0650a3c5ba77189a1882b7556a,perfumaria,2017-07-21 07:31:26 UTC,2017-07-21 07:42:28 UTC,2017-07-25 22:11:34 UTC,2017-08-21 22:09:42 UTC,2017-08-29 00:00:00 UTC,0,4,26,31,7,A tiempo
0ef89e47a5078a9e54a080d5fa8c9109,4b4be2256ef77aecee551a7a665a7108,2bf7ce28472c7ae94ee15e26991bc9b6,eba88037e1dca898cd02881f67ced679,papelaria,2018-03-08 12:51:13 UTC,2018-03-09 12:48:51 UTC,2018-03-10 00:21:42 UTC,2018-04-09 22:22:43 UTC,2018-03-28 00:00:00 UTC,0.95833333333333337,0,30,32,-12,Con Retraso
